No.of Days,Sun_PosX,Sun_PosY,Sun_PosZ,SunVecX,SunVecY,SunVecZ,SunVec_Mag,X_azi,Y_azi,Z_azi,nX_azi,nY_azi,nZ_azi,X_ele
545,-149125463384,10899296315,4724873369.96,-0.997339716387,0.0728936905168,0.0315996220586,149523234287,0,0,0,-4.18020832415,0,0,1.8099227141
546,-149301883533,8629880845.07,3741075783.07,-0.998333666753,0.0577051975783,0.0250153524913,149551087885,0,0,0,-3.30810194816,0,0,1.43297526736
547,-149437278291,6358127121.98,2756264590.87,-0.999096096052,0.0425087150316,0.01842762172,149572476134,0,0,0,-2.4363040697,0,0,1.05570546399
548,-149531614957,4084575789.01,1770674163.68,-0.999627133354,0.0273055719902,0.0118370674329,149587391126,0,0,0,-1.56468851045,0,0,0.678182332134
549,-149584866085,1809766689.67,784538525.086,-0.999926819595,0.0120977458381,0.00524436288879,149595814917,0,0,0,-0.693166686966,0,0,0.300477105074
550,-149597009387,-465760979.217,-201908581.665,-0.999995153212,-0.00311344705297,-0.00134964324708,149597731701,0,0,0,0.178387664075,0,0,-0.0773288149537
551,-149568027646,-2741468508.38,-1188433624.71,-0.999832061949,-0.0183261534232,-0.0079444739111,149593154020,0,0,0,1.05007002875,0,0,-0.455175249641
552,-149497908651,-5016817511.67,-2174803212.28,-0.99943741307,-0.033538893181,-0.0145391678989,149582056636,0,0,0,1.92199747255,0,0,-0.832974268124
553,-149386645145,-7291269757.18,-3160784019.47,-0.998811010528,-0.0487500281921,-0.0211332730547,149564481068,0,0,0,2.79427841023,0,0,-1.21066714067
554,-149234234788,-9564286994.66,-4146142713.46,-0.997952600697,-0.0639578514423,-0.0277258980564,149540398605,0,0,0,3.66701791277,0,0,-1.58817006966
555,-149040680139,-11835330780.2,-5130645877.46,-0.996861851847,-0.0791609015422,-0.0343164266583,149509868366,0,0,0,4.54033597084,0,0,-1.96541515543
556,-148805988648,-14103862298.6,-6114059933.82,-0.995538396929,-0.0943573009316,-0.0409041667866,149472874804,0,0,0,5.4143297039,0,0,-2.34233034638
557,-148530172674,-16369342185.3,-7096151066.63,-0.993981767181,-0.109545636659,-0.0474882632402,149429474375,0,0,0,6.28912418501,0,0,-2.71883450793
558,-148213249512,-18631230346.9,-8076685144.15,-0.992191479837,-0.124723964575,-0.0540681981718,149379685785,0,0,0,7.16481536883,0,0,-3.09486609559
559,-147855241440,-20888985783.4,-9055427641.56,-0.990166939312,-0.139890787018,-0.0606429674834,149323544750,0,0,0,8.04152661427,0,0,-3.4703361238
560,-147456175780,-23142066410.7,-10032143564.2,-0.987907539296,-0.155044167261,-0.0672120588183,149261115771,0,0,0,8.9193578174,0,0,-3.84518410515
561,-147016084982,-25389928886.8,-11006597372.1,-0.985412572203,-0.170182439,-0.0737745035152,149192411865,0,0,0,9.79842661131,0,0,-4.21932395923
562,-146535006714,-27632028439.4,-11978552905.1,-0.982681301834,-0.185303694042,-0.0803295994861,149117534789,0,0,0,10.678838932,0,0,-4.59268533387
563,-146012983979,-29867818699.2,-12947773311,-0.979712923355,-0.200406057321,-0.0868765507345,149036493376,0,0,0,11.5607051575,0,0,-4.96519308218
564,-145450065243,-32096751536.8,-13914020974.5,-0.976506567706,-0.215487640542,-0.0934143821142,148949401330,0,0,0,12.4441376674,0,0,-5.3367624973
565,-144846304578,-34318276906.2,-14877057449.3,-0.973061347662,-0.230546337397,-0.0999424518998,148856291496,0,0,0,13.3292390375,0,0,-5.70732850181
566,-144201761825,-36531842694.1,-15836643393.2,-0.969376261982,-0.245580257157,-0.106459597848,148757263711,0,0,0,14.216127706,0,0,-6.07679719807
567,-143516502769,-38736894577.3,-16792538506,-0.9654503532,-0.260587059361,-0.112965164011,148652394322,0,0,0,15.1048990123,0,0,-6.44510420519
568,-142790599330,-40932875888.3,-17744501471.1,-0.961282499292,-0.275564795565,-0.11945798896,148541759576,0,0,0,15.9956751099,0,0,-6.8121573505
569,-142024129770,-43119227489.2,-18692289901,-0.956871671585,-0.290510936314,-0.125937199858,148425478744,0,0,0,16.8885475053,0,0,-7.17788171557
570,-141217178913,-45295387656.5,-19635660287.5,-0.952216660756,-0.305423363511,-0.132401784006,148303614845,0,0,0,17.7836362752,0,0,-7.54219543202
571,-140369838378,-47460791975.9,-20574367955.7,-0.947316345315,-0.3202994566,-0.13885055584,148176313108,0,0,0,18.6810357123,0,0,-7.90500793531
572,-139482206828,-49614873248.8,-21508167024.2,-0.942169483539,-0.335136784444,-0.14528264606,148043643782,0,0,0,19.5808559479,0,0,-8.26624754172
573,-138554390232,-51757061411.1,-22436810368.8,-0.936774831467,-0.349932729435,-0.151696631705,147905758256,0,0,0,20.4832006029,0,0,-8.62581261038
574,-137586502132,-53886783464.6,-23360049593.7,-0.931131166906,-0.364684452667,-0.158091625214,147762750739,0,0,0,21.3881646762,0,0,-8.98363275408
575,-136578663931,-56003463422.2,-24277635007.6,-0.925237118839,-0.379389343449,-0.164466154672,147614767166,0,0,0,22.295862319,0,0,-9.33960612447
576,-135531005188,-58106522267.6,-25189315605.7,-0.91909149898,-0.394044180902,-0.170819104007,147461932436,0,0,0,23.2063753987,0,0,-9.69365212148
577,-134443663920,-60195377929.9,-26094839059.2,-0.912692857621,-0.408646237776,-0.177149117211,147304384691,0,0,0,24.1198219051,0,0,-10.045678132
578,-133316786919,-62269445273.5,-26993951710.6,-0.906040004672,-0.423192048524,-0.183454731631,147142279207,0,0,0,25.0362795266,0,0,-10.3955870971
579,-132150530070,-64328136104.4,-27886398577.1,-0.899131505065,-0.437678576811,-0.189734729283,146975748307,0,0,0,25.9558587565,0,0,-10.7432970453
580,-130945058685,-66370859193.5,-28771923359.5,-0.891966110848,-0.452102263983,-0.195987351748,146804974873,0,0,0,26.8786432309,0,0,-11.0886976525
581,-129700547840,-68397020317.1,-29650268461,-0.884542493509,-0.466459620092,-0.202211378234,146630089300,0,0,0,27.8047271226,0,0,-11.4317099641
582,-128417182712,-70406022314.4,-30521175011.2,-0.876859324731,-0.480747048491,-0.208404935162,146451296259,0,0,0,28.7342042995,0,0,-11.772220706
583,-127095158935,-72397265164.8,-31384382900.3,-0.868915423885,-0.494960590487,-0.214566586239,146268732962,0,0,0,29.6671516634,0,0,-12.1101424566
584,-125734682941,-74370146082.2,-32239630819.4,-0.86070942687,-0.509096535538,-0.220694526998,146082613389,0,0,0,30.6036691493,59.3963308507,0,-12.4453693679
585,-124335972325,-76324059629.2,-33086656310.5,-0.852240281494,-0.523150554429,-0.226786960525,145893097192,0,0,0,31.5438227292,58.4561772708,0,-12.7777979171
586,-122899256190,-78258397850.8,-33925195824.1,-0.843506684535,-0.537118676965,-0.232842211394,145700390059,0,0,0,32.4877092702,57.5122907298,0,-13.1073331139
587,-121424775514,-80172550427.1,-34754984785.5,-0.834507668141,-0.550996326498,-0.238858139415,145504690378,0,0,0,33.4353920108,56.5646079892,0,-13.4338566508
588,-119912783497,-82065904846.2,-35575757669.9,-0.825242090783,-0.564779152944,-0.244833089715,145306183189,0,0,0,34.3869567022,55.6130432978,0,-13.7572786117
589,-118363545923,-83937846597.1,-36387248085.8,-0.815709048058,-0.578462400608,-0.250764744246,145105109990,0,0,0,35.3424686031,54.6575313969,0,-14.0774752112
590,-116777341507,-85787759382.8,-37189188867.5,-0.805907628234,-0.592041294805,-0.256651262942,144901639798,0,0,0,36.301998874,53.698001126,0,-14.3943506363
591,-115154462248,-87615025353.4,-37981312176.2,-0.795837011386,-0.605510901065,-0.262490348285,144696041990,0,0,0,37.2656148964,52.7343851036,0,-14.7077865448
592,-113495213770,-89419025360,-38763349609.9,-0.785496550969,-0.618866034305,-0.268279811636,144488492224,0,0,0,38.2333734967,51.7666265033,0,-15.0176726777
593,-111799915659,-91199139228.3,-39535032322.3,-0.774885560033,-0.632101549478,-0.274017468618,144279259575,0,0,0,39.2053417953,50.7946582047,0,-15.3239011914
594,-110068901795,-92954746052.9,-40296091149.8,-0.764003679622,-0.645211885759,-0.279700774429,144068553367,0,0,0,40.181563794,49.818436206,0,-15.6263472603
595,-108302520674,-94685224510.9,-41046256748.3,-0.752850415288,-0.658191653093,-0.285327579271,143856619326,0,0,0,41.1621033713,48.8378966287,0,-15.9249093618
596,-106501135719,-96389953196.4,-41785259737.5,-0.741425710521,-0.671034958686,-0.290895135013,143643713101,0,0,0,42.1469937447,47.8530062553,0,-16.2194564688
597,-104665125584,-98068310973.6,-42512830854.1,-0.729729340259,-0.683736125977,-0.296401135537,143430054336,0,0,0,43.1362915082,46.8637084918,0,-16.5098832805
598,-102794884441,-99719677350,-43228701113.8,-0.717761542566,-0.696288997481,-0.301842831196,143215934944,0,0,0,44.1300228501,45.8699771499,0,-16.7960633377
599,-100890822257,-101343432868,-43932601981,-0.705522469685,-0.708687550878,-0.307217600293,143001565930,0,0,0,45.1282309478,44.8717690522,0,-17.077879247
600,-98953365058.4,-102938959515,-44624265546.6,-0.693012620739,-0.720925452107,-0.312522794369,142787250984,0,0,0,46.1309404249,43.8690595751,0,-17.3552144556
601,-96982955175.3,-104505641152,-45303424713.7,-0.680232646023,-0.732996280539,-0.317755472092,142573215785,0,0,0,47.1381744999,42.8618255001,0,-17.6279393672
602,-94980051473,-106042863961,-45969813390.8,-0.66718328645,-0.744893591247,-0.322913017627,142359753695,0,0,0,48.1499600376,41.8500399624,0,-17.8959435929
603,-92945129564.3,-107550016903,-46623166692.7,-0.653865765407,-0.756610574093,-0.327992326492,142147118768,0,0,0,49.1662978663,40.8337021337,0,-18.1590935122
604,-90878682003.2,-109026492203,-47263221147.9,-0.640281122762,-0.768140666698,-0.332990639984,141935585192,0,0,0,50.1872146894,39.8127853106,0,-18.4172756122
605,-88781218458.9,-110471685841,-47889714913,-0.62643113264,-0.779476770699,-0.337904886508,141725434922,0,0,0,51.212693955,38.787306045,0,-18.6703622673
606,-86653265869.1,-111884998061,-48502387993.6,-0.612317289423,-0.790612128084,-0.342732035122,141516925783,0,0,0,52.2427526595,37.7572473405,0,-18.9182300151
607,-84495368570.9,-113265833897,-49100982470.9,-0.597941814575,-0.801539510182,-0.347469130525,141310359025,0,0,0,53.2773672485,36.7226327515,0,-19.1607612174
608,-82308088409.9,-114613603707,-49685242734.6,-0.583306850864,-0.812251880721,-0.352112905007,141105982749,0,0,0,54.3165333673,35.6834666327,0,-19.3978241195
609,-80092004824.2,-115927723721,-50254915720.1,-0.568414974101,-0.822742011336,-0.356660432672,140904107679,0,0,0,55.3602291242,34.6397708758,0,-19.6293062241
610,-77847714905.6,-117207616603,-50809751151.7,-0.553269099739,-0.833002582994,-0.361108392284,140704978611,0,0,0,56.4084227618,33.5915772382,0,-19.8550765621
611,-75575833433.6,-118452712020,-51349501789.1,-0.537872171834,-0.843026409294,-0.365453719265,140508905269,0,0,0,57.4610944939,32.5389055061,0,-20.0750188084
612,-73276992884.5,-119662447217,-51873923678.6,-0.522227866884,-0.852805989103,-0.369693227682,140316137435,0,0,0,58.5181886049,31.4818113951,0,-20.2890119159
613,-70951843413.5,-120836267611,-52382776407.2,-0.50633963482,-0.862334143016,-0.373823628668,140126970003,0,0,0,59.5796792508,30.4203207492,0,-20.4969309917
614,-68601052808.5,-121973627377,-52875823360.1,-0.490211798691,-0.871603345809,-0.377841917281,139941668862,0,0,0,0,29.3545034377,0,-20.6986666204
615,-66225306416.9,-123073990053,-53352831980.2,-0.473848496589,-0.880606383284,-0.381744676886,139760499557,0,0,0,0,28.2844022044,0,-20.8940897437
616,-63825307043.2,-124136829140,-53813574029.9,-0.457254582803,-0.889335845733,-0.385528958952,139583751277,0,0,0,0,27.2100921453,0,-21.0830956615
617,-61401774817.3,-125161628708,-54257825853.6,-0.440435005468,-0.897784498618,-0.389191444351,139411654890,0,0,0,0,26.1316394879,0,-21.2655618472
618,-58955447034.2,-126147884007,-54685368641.7,-0.423395114109,-0.905945129326,-0.392729067919,139244515670,0,0,0,0,25.0491215755,0,-21.4413790199
619,-56487077963,-127095102073,-55095988694.4,-0.406140684559,-0.913810562615,-0.396138797262,139082541689,0,0,0,0,23.9626280745,0,-21.6104398739
620,-53997438626.5,-128002802337,-55489477684.5,-0.388677604127,-0.921373822099,-0.399417399296,138926030142,0,0,0,0,22.8722410635,0,-21.7726273605
621,-51487316550.7,-128870517228,-55865632920.8,-0.371012423637,-0.928627902611,-0.40256214212,138775190702,0,0,0,0,21.7780696227,0,-21.9278492355
622,-48957515483.3,-129697792780,-56224257608,-0.353151634534,-0.935566097625,-0.405569771633,138630283406,0,0,0,0,20.6802047833,0,-22.075987271
623,-46408855083,-130484189222,-56565161105.6,-0.335102492446,-0.942181680758,-0.408437697236,138491539204,0,0,0,0,19.5787705757,0,-22.2169555752
624,-43842170578.1,-131229281571,-56888159183.8,-0.316872144648,-0.948468261961,-0.411162905872,138359165925,0,0,0,0,18.4738705151,0,-22.350646873
625,-41258312394.8,-131932660214,-57193074275.5,-0.298468476743,-0.954419492881,-0.413742759544,138233414591,0,0,0,0,17.36563949,0,-22.4769715525
626,-38658145756.3,-132593931481,-57479735724.6,-0.279899336301,-0.960029354519,-0.416174687699,138114449505,0,0,0,0,16.2541968782,0,-22.5958423046
627,-36042550252.5,-133212718206,-57747980029.7,-0.261173141228,-0.965291971531,-0.418455955877,138002518859,0,0,0,0,15.1396835778,0,-22.7071626535
628,-33412419379.9,-133788660275,-57997651082,-0.242298487173,-0.970201753819,-0.42058444612,137897767649,0,0,0,0,14.022238738,0,-22.8108648494
629,-30768660053.8,-134321415166,-58228600398.3,-0.2232842141,-0.974753384059,-0.42255748252,137800412021,0,0,0,0,12.9020042698,0,-22.9068523903
630,-28112192092.4,-134810658467,-58440687346.4,-0.204139678219,-0.978941771392,-0.424373229932,137710598626,0,0,0,0,11.7791412721,0,-22.99506797
631,-25443947673.1,-135256084382,-58633779364,-0.184874080803,-0.982762216534,-0.426029343718,137628494064,0,0,0,0,10.6537911249,0,-23.0754275854
632,-22764870762.8,-135657406218,-58807752170.2,-0.165497446003,-0.986210218648,-0.427524061806,137554251187,0,0,0,0,9.52613332906,0,-23.147873448
633,-20075916522.3,-136014356854,-58962489968.4,-0.146019381671,-0.989281729426,-0.428855592499,137487987301,0,0,0,0,8.39631377449,0,-23.2123440689
634,-17378050685.7,-136326689189,-59097885640.5,-0.126450362354,-0.991972936052,-0.430022160174,137429851157,0,0,0,0,7.26452009161,0,-23.2687763555
635,-14672248916.4,-136594176566,-59213840932,-0.106800523828,-0.994280467529,-0.431022565254,137379921345,0,0,0,0,6.13091237893,0,-23.3171325468
636,-11959496139.5,-136816613182,-59310266627.3,-0.0870805329867,-0.996201275232,-0.431855130159,137338327871,0,0,0,0,4.99567435195,0,-23.3573491109
637,-9240785853.37,-136993814464,-59387082714.7,-0.0673011287203,-0.997732708732,-0.432519094906,137305121331,0,0,0,0,3.85898755614,0,-23.3894040786
638,-6517119420.23,-137125617426,-59444218540.7,-0.0474730096834,-0.998872521071,-0.433013130534,137280401318,0,0,0,0,2.72102580561,0,-23.4132451279
639,-3789505337.61,-137211881001,-59481612953.1,-0.0276074303958,-0.999618842253,-0.433336686003,137264198292,0,0,0,0,1.58199024594,0,-23.428854534
640,-1058958491.88,-137252486341,-59499214432.6,-0.00771512931919,-0.999970237947,-0.433489020063,137256571986,0,0,0,0,0.442048733822,0,-23.4362023665
641,1673500604.74,-137247337097,-59496981212.6,0.0121923754537,-0.999925670228,-0.433469641873,137257540499,0,0,0,0,-0.698588964474,0,-23.435267705
642,4406846592.28,-137196359665,-59474881385.9,0.0321041926839,-0.99948452755,-0.433278479778,137267114300,0,0,0,0,-1.83975086996,0,-23.4260467413
643,7140050054.79,-137099503401,-59432893000.4,0.0520088360613,-0.998646624673,-0.432915142198,137285306271,0,0,0,0,-2.98123183362,0,-23.4085171137
644,9872078324.15,-136956740816,-59371004140,0.0718951874072,-0.99741219264,-0.432380102893,137312072629,0,0,0,0,-4.12284779829,0,-23.3826950888
645,12601896294.5,-136768067729,-59289212993.2,0.0917519912416,-0.995781889825,-0.431673277742,137347420033,0,0,0,0,-5.26440589166,0,-23.3485669148
646,15328467245.3,-136533503397,-59187527909,0.111567964014,-0.993756805967,-0.430795439229,137391258437,0,0,0,0,-6.40570971977,0,-23.3061571281
647,18050753672.4,-136253090609,-59065967437.5,0.131332140164,-0.991338423022,-0.42974705176,137443572586,0,0,0,0,-7.54657837651,0,-23.255472388
648,20767718123.5,-135926895751,-58924560358.3,0.151033248093,-0.988528683433,-0.428528983482,137504248730,0,0,0,0,-8.68680953462,0,-23.1965359252
649,23478324039,-135555008838,-58763345694.1,0.170660594106,-0.985329874519,-0.427142353627,137573224611,0,0,0,0,-9.8262296041,0,-23.1293802849
650,26181536593.7,-135137543515,-58582372710.8,0.19020312133,-0.981744759414,-0.42558810524,137650387671,0,0,0,0,-10.9646383613,0,-23.0540267365
651,28876323540,-134674637020,-58381700903.1,0.209650396473,-0.977776411691,-0.423867902673,137735611272,0,0,0,0,-12.1018653782,0,-22.9705288967
652,31561656049.4,-134166450126,-58161399966.7,0.228991742015,-0.973428365155,-0.42198293229,137828793008,0,0,0,0,-13.2377186615,0,-22.8789147139
653,34236509550.8,-133613167037,-57921549755.9,0.248217005764,-0.968704453406,-0.419935150219,137929747161,0,0,0,0,-14.3720288224,0,-22.7792471919
654,36899864565.2,-133014995264,-57662240227.6,0.267316018231,-0.963608917765,-0.41772620581,138038366612,0,0,0,0,-15.504616518,0,-22.6715722612
655,39550707532.5,-132372165459,-57383571371.3,0.286278938554,-0.958146319379,-0.415358128759,138154433048,0,0,0,0,-16.635312061,0,-22.5559523672
656,42188031631.6,-131684931227,-57085653125.8,0.305096215905,-0.952321531333,-0.412833120162,138277806777,0,0,0,0,-17.7639525776,0,-22.4324565302
657,44810837590,-130953568897,-56768605281.5,0.323758357588,-0.946139802509,-0.410153249738,138408266643,0,0,0,0,-18.8903674237,0,-22.3011457173
658,47418134482.1,-130178377271,-56432557370.4,0.342256499772,-0.939606560409,-0.407321146531,138545620306,0,0,0,0,-20.0144119966,0,-22.1621068731
659,50008940514.7,-129359677336,-56077648542.3,0.360581583321,-0.932727678248,-0.404339068942,138689657823,0,0,0,0,-21.1359173364,0,-22.0154075557
660,52582283798,-128497811953,-55704027428.4,0.378725408902,-0.925509084046,-0.401209826875,138840134779,0,0,0,0,-22.2547538777,0,-21.8611414196
661,55137203100.2,-127593145511,-55311851993,0.39667951601,-0.917957167616,-0.397936044347,138996846285,0,0,0,0,-23.3707624162,0,-21.6993922047
662,57672748584.7,-126646063555,-54901289371.9,0.414436258888,-0.910078341308,-0.394520528608,139159512990,0,0,0,0,-24.4838200387,0,-21.5302521066
663,60187982528.2,-125656972391,-54472515700.1,0.431987971986,-0.901879366689,-0.390966299534,139327919249,0,0,0,0,-25.5937881445,0,-21.353823517
664,62681980018.5,-124626298659,-54025715927.8,0.44932745342,-0.893367135954,-0.387276167649,139501770728,0,0,0,0,-26.7005422445,0,-21.1701983057
665,65153829630.7,-123554488884,-53561083625.3,0.466447945835,-0.884548649779,-0.383453387558,139680828537,0,0,0,0,-27.8039709314,0,-20.9794905073
666,67602634079.8,-122442009001,-53078820777.4,0.483342694495,-0.875431230696,-0.379500924639,139864796825,0,0,0,0,-28.9039472133,0,-20.7818000572
667,70027510850.2,-121289343863,-52579137568.6,0.500005800559,-0.866022054804,-0.375422039584,140053408319,-59.9996162373,0,0,0,-30.0003837627,0,-20.5772421346
668,72427592798.7,-120096996713,-52062252157.9,0.516431099223,-0.856328745141,-0.371219978464,140246373254,-58.9068402912,0,0,0,-31.0931597088,0,-20.3659319284
669,74802028732.4,-118865488657,-51528390445.2,0.53261337508,-0.846358666693,-0.366897892374,140443394754,-57.8177992978,0,0,0,-32.1822007022,0,-20.1479807448
670,77149983958.2,-117595358094,-50977785829.1,0.548547242215,-0.836119562657,-0.36245926388,140644194276,-56.7325953055,0,0,0,-33.2674046945,0,-19.9235177049
671,79470640805,-116287160147,-50410678957.1,0.564227998684,-0.825619019585,-0.357907208039,140848446860,-55.6513006794,0,0,0,-34.3486993206,0,-19.6926546501
672,81763199116.5,-114941466069,-49827317468.8,0.579651138189,-0.814864748284,-0.353245241515,141055885602,-54.5739907017,0,0,0,-35.4260092983,0,-19.4555252112
673,84026876714.1,-113558862631,-49227955731.7,0.594812417659,-0.803864533239,-0.348476611605,141266166679,-53.5007390649,0,0,0,-36.4992609351,0,-19.2122509842
674,86260909830.1,-112139951505,-48612854572,0.609708163632,-0.792625986958,-0.343604664177,141479024745,-52.431595714,0,0,0,-37.568404286,0,-18.9629603314
675,88464553509.5,-110685348626,-47982280999.3,0.624334655265,-0.781156986934,-0.338632863669,141694117644,-51.3666304345,0,0,0,-38.6333695655,0,-18.7077896283
676,90637081980.6,-109195683547,-47336507927.1,0.638688909941,-0.769465058542,-0.333564338046,141911162138,-50.3058758528,0,0,0,-39.6941241472,0,-18.4468600329
677,92777788993.7,-107671598787,-46675813888.7,0.652767825331,-0.757558028281,-0.32840266648,142129842102,-49.249389434,0,0,0,-40.750610566,0,-18.1803180862
678,94885988128.3,-106113749164,-46000482750.2,0.666568969925,-0.745443363598,-0.323150894707,142349840806,-48.1971946472,0,0,0,-41.8028053528,0,-17.9082851124
679,96961013067.6,-104522801131,-45310803420.3,0.68008990767,-0.733128718225,-0.317812487106,142570879856,-47.1493308545,0,0,0,-42.8506691455,0,-17.6309064511
680,99002217840.7,-102899432098,-44607069558,0.693328673862,-0.720621502594,-0.312390595459,142792613010,-46.1058167067,0,0,0,-43.8941832933,0,-17.3483137284
681,101008977033,-101244329755,-43889579279,0.706283482816,-0.707929122089,-0.306888383403,143014787819,-45.06667183,0,0,0,-44.93332817,0,-17.060641692
682,102980685963,-99558191393.5,-43158634861,0.71895279547,-0.695058902458,-0.301309176846,143237054589,-44.0319111599,0,0,0,-45.9680888401,0,-16.7680362098
683,104916760829,-97841723226.9,-42414542449.1,0.731335426957,-0.682017956712,-0.295655834283,143459158703,-43.0015352617,0,0,0,-46.9984647383,0,-16.4706213048
684,106816638822,-96095639709.4,-41657611761.1,0.743430238166,-0.668813487439,-0.289931730018,143680779252,-41.9755551188,0,0,0,-48.0244448812,0,-16.1685508124
685,108679778208,-94320662860.4,-40888155794.2,0.755236579301,-0.655452293676,-0.284139588944,143901636282,-40.9539541583,0,0,0,-49.0460458417,0,-15.8619470889
686,110505658379,-92517521591.2,-40106490533.3,0.766753702078,-0.641941399467,-0.278282596757,144121454289,-39.936737568,0,0,0,-50.063262432,0,-15.5509595769
687,112293779872,-90686951036.8,-39312934661,0.777981398239,-0.628287310069,-0.272363550796,144339927009,-38.9238761109,0,0,0,-51.0761238891,0,-15.2357199318
688,114043664362,-88829691894.4,-38507809271.5,0.788919332916,-0.614496774729,-0.266385269865,144556816396,-37.9153641407,0,0,0,-52.0846358593,0,-14.9163636714
689,115754854617,-86946489769.8,-37691437586.5,0.799567615605,-0.600576080173,-0.260350699749,144771810072,-36.9111675001,0,0,0,-53.0888324999,0,-14.5930358859
690,117426914435,-85038094532,-36864144676.1,0.809926362548,-0.586531573959,-0.254262299379,144984685027,-35.9112625371,0,0,0,-54.0887374629,0,-14.2658583256
691,119059428543,-83105259679,-36026257183.3,0.819995887981,-0.572369411914,-0.248123044393,145195147980,-34.9156178742,0,0,0,-55.0843821258,0,-13.934983197
692,120652002477,-81148741714.4,-35178103054,0.829776756132,-0.55809545329,-0.241935216024,145402971985,-33.9241877125,0,0,0,-56.0758122875,0,-13.6005280188
693,122204262426,-79169299536.5,-34320011272.5,0.839269443055,-0.543715736349,-0.235701588066,145607897753,-32.9369451696,0,0,0,-57.0630548304,0,-13.2626395141
694,123715855062,-77167693841.3,-33452311602,0.848474873586,-0.529235664797,-0.229424484103,145809688511,-31.9538263128,0,0,0,-58.0461736872,0,-12.9214426645
695,125186447333,-75144686539.5,-32575334332.5,0.857393728232,-0.514661048447,-0.223106296738,146008120737,-30.9748016846,0,0,0,-59.0251983154,0,-12.5770686957
696,126615726246,-73101040189.9,-31689410034.8,0.86602714274,-0.499996988029,-0.216749486743,146202951964,-29.9998007298,0,0,0,0,0,-12.2296550647
697,128003398612,-71037517448.1,-30794869321.8,0.874376075025,-0.485248884,-0.21035606797,146393989495,-29.0287798964,0,0,0,0,0,-11.8793172209
698,129349190785,-68954880533.6,-29892042617.2,0.882441738123,-0.470421703175,-0.203928536621,146580992655,-28.0616736808,0,0,0,0,0,-11.5261993746
699,130652848370,-66853890714.2,-28981259932,0.890225388611,-0.455520315105,-0.197468710262,146763792393,-27.0984172153,0,0,0,0,0,-11.1704107759
700,131914135915,-64735307809.4,-28062850649.6,0.897728266309,-0.440549611134,-0.190978896591,146942159541,-26.1389537449,0,0,0,0,0,-10.8120898181
701,133132836590,-62599889713.3,-27137143318.5,0.904951860293,-0.425513960467,-0.184460945116,147115937648,-25.1831997689,0,0,0,0,0,-10.4513517752
702,134308751839,-60448391937.3,-26204465454.4,0.911897468295,-0.410418088438,-0.177916796434,147284923433,-24.2311011676,0,0,0,0,0,-10.0883189582
703,135441701028,-58281567173.5,-25265143350.8,0.918566694973,-0.395266020404,-0.171348436643,147448957571,-23.2825661033,0,0,0,0,0,-9.7231181853
704,136531521071,-56100164879.4,-24319501898.9,0.924960948735,-0.380062157173,-0.164757443265,147607878262,-22.3375328685,0,0,0,0,0,-9.35585542341
705,137578066046,-53904930883.1,-23367864416.5,0.931081849847,-0.364810346461,-0.158145842735,147761511637,-21.3959115698,0,0,0,0,0,-8.98666341797
706,138581206802,-51696607011.5,-22410552487.1,0.936930932947,-0.349514558905,-0.151515035867,147909742390,-20.4576262501,0,0,0,0,0,-8.61564170674
707,139540830548,-49475930739,-21447885807,0.942509788771,-0.334178542207,-0.144866870667,148052386759,-19.5225932694,0,0,0,0,0,-8.24291640978
708,140456840441,-47243634860.1,-20480182044,0.947820044745,-0.318805838685,-0.13820279773,148189360908,-18.5907224394,0,0,0,0,0,-7.86859292165
709,141329155165,-45000447182.8,-19507756704.2,0.952863260128,-0.303400078277,-0.131524321734,148320495123,-17.6619346502,0,0,0,0,0,-7.49278106415
710,142157708500,-42747090245.7,-18530923009.3,0.957641099582,-0.287964449874,-0.124833034868,148445707720,-16.7361297813,0,0,0,0,0,-7.11559693339
711,142942448887,-40484281056.6,-17549991783.3,0.962155100372,-0.272502408848,-0.118130123384,148564871966,-15.8132291746,0,0,0,0,0,-6.73713498536
712,143683338992,-38212730853.9,-16565271349.3,0.966406913906,-0.257016880291,-0.111417210832,148677885042,-14.8931277149,0,0,0,0,0,-6.35751550474
713,144380355265,-35933144890.9,-15577067435.7,0.970398059012,-0.241511090978,-0.104695362651,148784675278,-13.9757433441,0,0,0,0,0,-5.97682830573
714,145033487497,-33646222241,-14585683092.1,0.974130134806,-0.225987788303,-0.0979660193665,148885119607,-13.0609704579,0,0,0,0,0,-5.59518539293
715,145642738381,-31352655626.3,-13591418614.5,0.977604640267,-0.210449916437,-0.0912303375584,148979186727,-12.1487197926,0,0,0,0,0,-5.21268358608
716,146208123067,-29053131266.9,-12594571480.4,0.980823091295,-0.194900137459,-0.0844894399556,149066757699,-11.2388899614,0,0,0,0,0,-4.82941857077
717,146729668725,-26748328751.9,-11595436292.8,0.983786961176,-0.179341057823,-0.0777446311844,149147811378,-10.3313806489,0,0,0,0,0,-4.44549710501
718,147207414110,-24438920931.6,-10594304733.2,0.986497663824,-0.163775331687,-0.0709967784858,149222261764,-9.42609838933,0,0,0,0,0,-4.06100169623
719,147641409130,-22125573830.2,-9591465524.1,0.988956628706,-0.14820521765,-0.0642471973752,149290074390,-8.52293059473,0,0,0,0,0,-3.6760409428
720,148031714420,-19808946578.6,-8587204399.79,0.991165168601,-0.132633361386,-0.0574967105485,149351209294,-7.62179082388,0,0,0,0,0,-3.29069583543
